C04 BASIC,Time,Celsius(°C),Serial Number
1,2021-09-13 12:08:31,24,070000289
2,2021-09-13 12:38:31,25
3,2021-09-13 13:08:31,25
4,2021-09-13 13:38:31,25
5,2021-09-13 14:08:31,25
6,2021-09-13 14:38:31,25
7,2021-09-13 15:08:31,25
8,2021-09-13 15:38:31,25
9,2021-09-13 16:08:31,25
10,2021-09-13 16:38:31,24
11,2021-09-13 17:08:31,25
12,2021-09-13 17:38:31,26
13,2021-09-13 18:08:31,26
14,2021-09-13 18:38:31,27
15,2021-09-13 19:08:31,27
16,2021-09-13 19:38:31,27
17,2021-09-13 20:08:31,27
18,2021-09-13 20:38:31,27
19,2021-09-13 21:08:31,28
20,2021-09-13 21:38:31,28
21,2021-09-13 22:08:31,28
22,2021-09-13 22:38:31,28
23,2021-09-13 23:08:31,28
24,2021-09-13 23:38:31,28
25,2021-09-14 00:08:31,28
26,2021-09-14 00:38:31,28
27,2021-09-14 01:08:31,28
28,2021-09-14 01:38:31,28
29,2021-09-14 02:08:31,28
30,2021-09-14 02:38:31,28
31,2021-09-14 03:08:31,28
32,2021-09-14 03:38:31,28
33,2021-09-14 04:08:31,28
34,2021-09-14 04:38:31,28
35,2021-09-14 05:08:31,28
36,2021-09-14 05:38:31,28
37,2021-09-14 06:08:31,28
38,2021-09-14 06:38:31,28
39,2021-09-14 07:08:31,28
40,2021-09-14 07:38:31,28
41,2021-09-14 08:08:31,28
42,2021-09-14 08:38:31,28
43,2021-09-14 09:08:31,27
44,2021-09-14 09:38:31,27
45,2021-09-14 10:08:31,26
46,2021-09-14 10:38:31,26
47,2021-09-14 11:08:31,26
48,2021-09-14 11:38:31,26
49,2021-09-14 12:08:31,25
50,2021-09-14 12:38:31,25
51,2021-09-14 13:08:31,25
52,2021-09-14 13:38:31,25
53,2021-09-14 14:08:31,25
54,2021-09-14 14:38:31,25
55,2021-09-14 15:08:31,25
56,2021-09-14 15:38:31,25
57,2021-09-14 16:08:31,24
58,2021-09-14 16:38:31,25
59,2021-09-14 17:08:31,25
60,2021-09-14 17:38:31,26
61,2021-09-14 18:08:31,26
62,2021-09-14 18:38:31,27
63,2021-09-14 19:08:31,27
64,2021-09-14 19:38:31,27
65,2021-09-14 20:08:31,27
66,2021-09-14 20:38:31,27
67,2021-09-14 21:08:31,27
68,2021-09-14 21:38:31,27
69,2021-09-14 22:08:31,27
70,2021-09-14 22:38:31,27
71,2021-09-14 23:08:31,27
72,2021-09-14 23:38:31,27
73,2021-09-15 00:08:31,27
